,City,Country,Cloudiness (%),Current Temp (F),Date,Humidity,Lat,Long.,Max Temp (F),Wind Speed (mph)
268,Nouadhibou,MR,100,62.6,1/19/2021 23:28,59,20.93,-17.03,62.6,18.41
269,Plouzané,FR,90,51.24,1/19/2021 23:28,93,48.38,-4.62,51.8,26.46
270,Mahenge,TZ,100,65.86,1/19/2021 23:24,100,-8.68,36.72,65.86,1.41
271,Port Macquarie,AU,90,68.67,1/19/2021 23:22,77,-31.43,152.92,69.01,5.75
272,Kemijärvi,FI,3,4.48,1/19/2021 23:28,94,66.71,27.43,4.48,5.35
273,Bud,US,75,37.94,1/19/2021 23:28,52,39.45,-86.18,39,14.97
274,Balgazyn,RU,100,5.25,1/19/2021 23:28,88,51.00,95.20,5.25,1.59
275,Boddam,GB,75,32.23,1/19/2021 23:28,93,57.47,-1.78,37,4.61
276,Riyadh,SA,0,56.53,1/19/2021 23:26,33,24.69,46.72,57.2,8.05
277,Bartica,GY,75,73.4,1/19/2021 23:28,100,6.40,-58.62,73.4,11.5
278,Bambous Virieux,MU,20,77.94,1/19/2021 23:27,94,-20.34,57.76,79,3.44
279,Encheng,CN,99,59.97,1/19/2021 23:28,72,22.18,112.30,59.97,5.64
280,Goryachiy Klyuch,RU,75,13.26,1/19/2021 23:28,92,44.63,39.13,16,4.47
281,Abu Samrah,SY,92,44.67,1/19/2021 23:28,84,35.30,37.18,44.67,4.76
282,Saint-Leu,RE,0,75.87,1/19/2021 23:28,74,-21.15,55.28,80.6,2.3
283,Requena,ES,31,40.5,1/19/2021 23:28,100,39.49,-1.10,44.01,3.44
284,Vila Franca do Campo,PT,20,58.46,1/19/2021 23:28,72,37.72,-25.43,59,6.91
285,Turukhansk,RU,100,-22.41,1/19/2021 23:28,87,65.82,87.98,-22.41,5.61
286,Boa Vista,BR,0,84.2,1/19/2021 23:28,51,2.82,-60.67,84.2,5.75
287,Iranshahr,IR,0,57.81,1/19/2021 23:28,42,27.20,60.68,57.81,4.32
288,Lac du Bonnet,CA,92,-4.49,1/19/2021 23:29,100,50.25,-96.06,-4,5.01
289,Lavaca,US,90,70.59,1/19/2021 23:29,68,28.62,-96.63,71.6,10.36
290,Kodinsk,RU,100,-15.99,1/19/2021 23:29,87,58.69,99.18,-15.99,2.91
291,Bijie,CN,100,37.29,1/19/2021 23:26,89,27.31,105.29,37.29,4.36
292,Komsomolets,KZ,100,10.08,1/19/2021 23:29,96,53.75,62.07,10.08,5.68
293,Mogadishu,SO,93,76.19,1/19/2021 23:27,86,2.04,45.34,76.19,21.41
294,Sayyan,YE,34,42.55,1/19/2021 23:29,51,15.17,44.32,42.55,2.28
295,Hīt,IQ,0,54.32,1/19/2021 23:29,41,33.64,42.83,54.32,9.15
296,Tazovsky,RU,74,-27.47,1/19/2021 23:29,86,67.47,78.70,-27.47,6.82
297,Coquimbo,CL,0,62.6,1/19/2021 23:27,72,-29.95,-71.34,62.6,9.22
298,Alto Araguaia,BR,100,71.89,1/19/2021 23:29,87,-17.31,-53.22,71.89,3.51
299,Natal,BR,75,80.6,1/19/2021 23:29,78,-5.80,-35.21,80.6,11.5
300,El Sauce,NI,40,73.4,1/19/2021 23:29,68,12.89,-86.54,73.4,9.22
301,Santa Marinella,IT,53,39.99,1/19/2021 23:29,92,42.03,11.85,39.99,7.14
302,Treinta y Tres,UY,0,71.65,1/19/2021 23:29,56,-33.23,-54.38,71.65,9.86
303,Japura,ID,99,70.39,1/19/2021 23:29,95,-0.32,102.35,70.39,1.61
304,Hede,CN,0,38.89,1/19/2021 23:29,89,33.77,120.25,38.89,11.34
305,Pacifica,US,20,62.8,1/19/2021 23:29,39,37.61,-122.49,64.4,16.11
306,Srednekolymsk,RU,39,-44.18,1/19/2021 23:29,79,67.45,153.68,-44.18,4.27
307,Baykit,RU,99,-27.51,1/19/2021 23:27,80,61.67,96.37,-27.51,1.3
308,Killarney,IE,100,51.06,1/19/2021 23:29,91,52.05,-9.52,51.06,7.78
309,Marabu,MY,40,75.11,1/19/2021 23:27,100,4.41,114.01,75.2,3.44
310,Los Alamos,US,90,25.11,1/19/2021 23:29,100,35.89,-106.31,27,8.05
311,Bandarbeyla,SO,100,73.74,1/19/2021 23:27,78,9.49,50.81,73.74,20.42
312,Champerico,GT,40,76.98,1/19/2021 23:28,58,14.30,-91.92,87.8,6.91
313,Thinadhoo,MV,24,80.44,1/19/2021 23:28,67,0.53,72.93,80.44,5.1
314,Puerto Nariño,CO,75,75.2,1/19/2021 23:30,94,-3.77,-70.38,75.2,0.98
315,Kourou,GF,75,75.2,1/19/2021 23:30,88,5.16,-52.65,75.2,11.5
316,Mwinilunga,ZM,100,64.22,1/19/2021 23:30,93,-11.74,24.43,64.22,6.51
317,Punta Alta,AR,36,85.87,1/19/2021 23:30,27,-38.88,-62.07,85.87,12.03
318,Zaria,NG,0,66.2,1/19/2021 23:28,25,11.11,7.72,66.2,11.79
319,Bafra,TR,75,28.4,1/19/2021 23:30,93,41.57,35.91,28.4,4.61
320,Alyangula,AU,40,86,1/19/2021 23:27,79,-13.85,136.42,86,3.44
321,Kruisfontein,ZA,5,66,1/19/2021 23:27,81,-34.00,24.73,66,1.99
322,Galesong,ID,40,77,1/19/2021 23:30,100,-5.32,119.37,77,4.61
323,Pitsunda,GE,90,32.5,1/19/2021 23:30,93,43.16,40.34,33.01,2.24
324,Vardø,NO,100,24.01,1/19/2021 23:30,89,70.37,31.11,24.01,17.85
325,Grand Forks,US,40,1.8,1/19/2021 23:30,78,47.94,-97.43,3.2,8.05
326,Ibrā’,OM,0,56.75,1/19/2021 23:30,68,22.69,58.53,56.75,1.54
327,Qui Nhon,VN,53,66.25,1/19/2021 23:25,80,13.77,109.23,66.25,7.49
328,Carballo,ES,100,47.48,1/19/2021 23:26,87,43.21,-8.69,50,17
329,Saint-Pierre,RE,0,76.86,1/19/2021 23:30,74,-21.34,55.48,80.6,2.3
330,Cizre,TR,99,42.26,1/19/2021 23:30,85,37.33,42.19,42.26,4.05
331,Zapolyarnyy,RU,90,15.8,1/19/2021 23:30,92,69.42,30.81,15.8,3.44
332,Flinders,AU,69,71.01,1/19/2021 23:30,63,-34.58,150.86,71.01,4
333,Petrozavodsk,RU,86,24.8,1/19/2021 23:30,100,61.78,34.35,24.8,7
334,Bāglung,NP,48,48.78,1/19/2021 23:30,58,28.27,83.59,48.78,4.23
335,Ternate,ID,99,83.39,1/19/2021 23:30,76,0.80,127.40,83.39,4.68
336,Inírida,CO,89,76.3,1/19/2021 23:31,84,3.87,-67.92,76.3,1.79
337,Bandar-e Lengeh,IR,0,63.79,1/19/2021 23:31,52,26.56,54.88,63.79,5.06
338,Carnarvon,AU,90,78.8,1/19/2021 23:27,83,-24.87,113.63,78.8,13.8
339,Newport,GB,100,50.94,1/19/2021 23:30,99,51.59,-3.00,54,3
340,Dvinskoy,RU,95,8.02,1/19/2021 23:31,95,62.15,45.12,8.02,4.21
341,Koutsouras,GR,42,46.99,1/19/2021 23:31,65,35.03,25.95,46.99,26.53
342,Koungou,YT,90,84.2,1/19/2021 23:31,79,-12.73,45.20,84.2,10.36
343,Acajutla,SV,4,84.2,1/19/2021 23:31,45,13.59,-89.83,84.2,4.61
344,Nova Borova,UA,0,3.16,1/19/2021 23:31,92,50.69,28.63,3.16,6.73
345,Keene,US,79,31.26,1/19/2021 23:31,77,42.93,-72.28,32,5.86
346,Mareeba,AU,96,77.59,1/19/2021 23:31,84,-17.00,145.43,80.01,8.01
347,Iqaluit,CA,90,28.2,1/19/2021 23:29,100,63.75,-68.51,28.4,5.55
348,Norman Wells,CA,75,12.2,1/19/2021 23:31,85,65.28,-126.83,12.2,20.71
349,Hobyo,SO,53,76.8,1/19/2021 23:31,81,5.35,48.53,76.8,17.63
350,Maunabo,PR,87,74.98,1/19/2021 23:31,94,18.01,-65.90,78.01,5.01
351,Karasjok,NO,0,-0.4,1/19/2021 23:31,85,69.47,25.51,-0.4,2.3
352,Tateyama,JP,43,37.33,1/19/2021 23:31,37,34.98,139.87,37.99,4
353,Biltine,TD,0,64.08,1/19/2021 23:31,27,14.53,20.92,64.08,17.98
354,Coari,BR,91,73.83,1/19/2021 23:31,98,-4.09,-63.14,73.83,2.75
355,Kassala,SD,8,61.23,1/19/2021 23:31,90,15.45,36.40,61.23,7.18
356,Omsukchan,RU,66,-38.79,1/19/2021 23:31,79,62.53,155.80,-38.79,5.66
357,Punto Fijo,VE,37,78.76,1/19/2021 23:31,77,11.70,-70.20,78.76,21.39
358,Río Gallegos,AR,40,60.8,1/19/2021 23:29,51,-51.62,-69.22,60.8,34.52
359,Baghdad,IQ,0,51.8,1/19/2021 23:31,58,33.34,44.40,51.8,11.5
360,Progreso,MX,75,82.4,1/19/2021 23:32,54,21.28,-89.67,82.4,16.11
361,Oktyabr'skoye,RU,12,24.4,1/19/2021 23:32,93,43.06,44.74,24.8,4.47
362,Bonanza,NI,16,71.73,1/19/2021 23:32,91,14.03,-84.59,71.73,4.36
363,Gayny,RU,91,-9.54,1/19/2021 23:32,88,60.31,54.32,-9.54,1.7
364,Biloela,AU,68,84.34,1/19/2021 23:32,47,-24.42,150.50,84.34,14.92
365,Bonthe,SL,36,77.63,1/19/2021 23:32,84,7.53,-12.51,77.63,6.85
366,Longhua,CN,79,56.35,1/19/2021 23:32,49,23.61,114.19,56.35,2.37
367,Morón,AR,40,84.36,1/19/2021 23:32,23,-34.65,-58.62,86.00,8.43
368,Yangi Marg`ilon,UZ,90,41,1/19/2021 23:32,87,40.43,71.72,41.00,6.91
369,Kozova,UA,100,20.55,1/19/2021 23:32,98,49.44,25.15,20.55,7.07
370,Kyaikto,MM,57,65.16,1/19/2021 23:32,71,17.30,97.02,65.16,4.61
371,Ojinaga,MX,1,54.03,1/19/2021 23:32,44,29.57,-104.42,59.000,16.11
372,Chilca,PE,0,73.08,1/19/2021 23:32,73,-12.52,-76.74,73.4,14.97
373,Ko Samui,TH,96,78.87,1/19/2021 23:31,69,9.54,99.94,78.87,8.99
374,Zhangaözen,KZ,98,24.33,1/19/2021 23:32,92,43.30,52.80,24.33,7.9
375,Sur,OM,0,68.38,1/19/2021 23:32,54,22.57,59.53,68.38,3.53
376,Mersing,MY,91,77,1/19/2021 23:32,83,2.43,103.84,77,10.36
377,Tostedt,DE,90,46.47,1/19/2021 23:32,93,53.28,9.72,46.99,17.27
378,Juneau,US,90,31.78,1/19/2021 23:32,81,58.30,-134.42,37.4,9.22
379,Lahad Datu,MY,60,78.19,1/19/2021 23:32,87,5.03,118.33,78.19,0.85
380,Bereda,ES,95,48.34,1/19/2021 23:32,66,43.27,-7.54,48.99,15.99
381,Pedernales,DO,100,77.4,1/19/2021 23:32,67,18.04,-71.74,77.4,1.28
382,Ugoofaaru,MV,29,81.81,1/19/2021 23:32,65,5.67,73.00,81.81,7.61
383,Karratha,AU,19,93.54,1/19/2021 23:33,47,-20.74,116.85,93.54,4.43
384,Moose Factory,CA,40,-8.54,1/19/2021 23:33,77,51.26,-80.61,-7.6,5.75
385,Plácido de Castro,BR,100,76.26,1/19/2021 23:33,80,-10.34,-67.19,76.26,1.99
386,Bariloche,AR,0,78.8,1/19/2021 23:33,22,-41.15,-71.31,78.8,16.11
387,Quelimane,MZ,20,82.2,1/19/2021 23:33,89,-17.88,36.89,82.4,3.44
388,Puerto Maldonado,PE,0,80.6,1/19/2021 23:33,69,-12.60,-69.18,80.6,1.14
389,Savannah Bight,HN,40,79.93,1/19/2021 23:33,78,16.45,-85.85,80.6,3.44
390,Fortuna,US,1,56.79,1/19/2021 23:33,47,40.60,-124.16,57.99,12.66
391,Jiblah,YE,57,54.88,1/19/2021 23:33,84,13.92,44.15,54.88,1.5
392,Port Lincoln,AU,17,70.32,1/19/2021 23:33,58,-34.73,135.87,70.32,11.43
393,La Rochelle,FR,0,47.46,1/19/2021 23:31,81,46.17,-1.15,48.99,14.97
394,Vila,PT,100,46.99,1/19/2021 23:33,85,42.03,-8.16,46.99,18.01
395,Yagodnoye,RU,10,-31.59,1/19/2021 23:33,80,62.55,149.67,-31.59,2.04
396,Tatarsk,RU,50,-19.01,1/19/2021 23:33,85,55.22,75.98,-19.01,4.9
397,Meadow Lake,US,75,40.46,1/19/2021 23:30,55,34.80,-106.54,43.000,25.32
398,Kargil,IN,0,-7.58,1/19/2021 23:33,74,34.57,76.10,-7.58,1.9
399,Nara,JP,75,36.79,1/19/2021 23:33,56,34.69,135.80,37.4,2.3
400,Aklavik,CA,90,1.4,1/19/2021 23:33,85,68.22,-135.01,1.4,12.66
401,Longyearbyen,SJ,75,21.2,1/19/2021 23:31,63,78.22,15.64,21.2,14.97
402,Ambovombe,MG,75,76.14,1/19/2021 23:33,88,-25.17,46.08,76.14,15.93
403,Pozo Colorado,PY,23,75.92,1/19/2021 23:33,60,-23.49,-58.80,75.92,2.26
404,Fushun,CN,90,26.6,1/19/2021 23:33,68,41.86,123.92,26.6,15.66
405,Wajir,KE,100,77.85,1/19/2021 23:33,50,1.75,40.06,77.85,14.92
406,Djebeniana,TN,0,46.4,1/19/2021 23:33,81,35.04,10.91,46.4,3.44
407,Valpaços,PT,100,39.99,1/19/2021 23:33,99,41.61,-7.31,39.99,1.01
408,Alofi,NU,40,84.2,1/19/2021 23:34,79,-19.06,-169.92,84.2,5.75
409,Burgeo,CA,68,26.22,1/19/2021 23:34,91,47.62,-57.62,26.22,20.04
410,Koslan,RU,99,6.28,1/19/2021 23:34,94,63.46,48.90,6.28,6.53
411,Kisangani,CD,80,73.11,1/19/2021 23:34,77,0.52,25.20,73.11,2.53
412,Ranong,TH,20,73.4,1/19/2021 23:34,83,9.97,98.63,73.4,4.61
413,Slonim,BY,25,5.65,1/19/2021 23:34,92,53.09,25.32,5.65,10.8
414,Okhotsk,RU,100,-5.24,1/19/2021 23:34,83,59.38,143.30,-5.24,5.95
415,Murray Bridge,AU,0,72.01,1/19/2021 23:34,37,-35.12,139.27,73.000,7.34
416,Rosario,AR,0,84.85,1/19/2021 23:29,39,-32.95,-60.64,86.000,5.75
417,Paamiut,GL,85,30.33,1/19/2021 23:34,89,61.99,-49.67,30.33,9.37
418,Codrington,AU,2,63.73,1/19/2021 23:34,46,-38.27,141.97,63.73,8.32
419,Lagoa,PT,100,59.85,1/19/2021 23:34,76,39.05,-27.98,59.85,21.43
420,Portland,US,40,51.04,1/19/2021 23:25,54,45.52,-122.68,53.01,3.44
421,Viesca,MX,90,77,1/19/2021 23:34,25,25.35,-102.80,77,4.61
422,Yinchuan,CN,17,22.08,1/19/2021 23:34,68,38.47,106.27,22.08,3.89
423,Kieta,PG,67,84.74,1/19/2021 23:34,65,-6.22,155.63,84.74,4.34
424,Bambanglipuro,ID,96,78.12,1/19/2021 23:34,82,-7.95,110.28,78.12,4.16
425,Cascas,PE,98,66.04,1/19/2021 23:34,75,-7.48,-78.82,66.04,4.07
426,Port Said,EG,40,53.6,1/19/2021 23:34,87,31.26,32.28,53.6,8.05
427,Araouane,ML,20,68.38,1/19/2021 23:34,23,18.90,-3.53,68.38,10.07
428,Ivanovo,RU,91,4.71,1/19/2021 23:34,95,56.99,40.99,4.71,5.01
429,Nahariya,IL,56,53.01,1/19/2021 23:34,86,33.01,35.09,53.01,1.01
430,Ferkessédougou,CI,0,74.07,1/19/2021 23:34,19,9.60,-5.20,74.07,4.52
431,Georgiyevskoye,RU,91,-2,1/19/2021 23:34,93,58.73,45.02,-2,3.47
432,Kiryat Gat,IL,100,51.55,1/19/2021 23:34,100,31.61,34.76,54.000,1.99
433,Pula,HR,40,42.8,1/19/2021 23:35,81,44.87,13.85,42.8,3.44
434,Maniitsoq,GL,100,30.54,1/19/2021 23:35,88,65.42,-52.90,30.54,11.14
435,The Valley,AI,40,78.58,1/19/2021 23:34,73,18.22,-63.06,78.8,10.36
436,Marawi,PH,97,73.44,1/19/2021 23:35,85,8.00,124.29,73.44,2.84
437,Yei,SS,5,71.17,1/19/2021 23:35,45,4.10,30.68,71.17,0.87
438,Grindavik,IS,20,32,1/19/2021 23:35,74,63.84,-22.43,32.000,23.02
439,Naberera,TZ,99,63.28,1/19/2021 23:35,78,-4.20,36.93,63.28,3.13
440,Takapau,NZ,63,53.01,1/19/2021 23:35,90,-40.03,176.35,53.01,5.01
441,Bitburg,DE,1,30.67,1/19/2021 23:35,80,49.97,6.53,32.000,5.75
442,Nome,US,1,-7.55,1/19/2021 23:33,71,64.50,-165.41,-7.01,2.84
443,Dhidhdhoo,MV,31,81,1/19/2021 23:35,66,6.88,73.10,81.000,4.52
444,Caravelas,BR,0,75.22,1/19/2021 23:35,83,-17.71,-39.25,75.22,5.55
445,Teahupoo,PF,20,86.9,1/19/2021 23:35,55,-17.83,-149.27,87.8,9.22
446,Westport,US,1,35.51,1/19/2021 23:35,56,41.14,-73.36,37.4,6.91
447,Zyryanovsk,KZ,100,10.85,1/19/2021 23:35,87,49.74,84.27,10.85,0.78
448,Vila Velha,BR,0,77.83,1/19/2021 23:35,73,-20.33,-40.29,78.8,10.36
449,Salisbury,GB,75,50.61,1/19/2021 23:34,100,51.07,-1.80,52.000,23.02
450,Ketchikan,US,75,39.2,1/19/2021 23:35,87,55.34,-131.65,39.2,3.44
451,Airai,TL,99,67.48,1/19/2021 23:35,100,-8.93,125.41,67.48,3.09
452,Quatre Cocos,MU,20,78.06,1/19/2021 23:35,94,-20.21,57.76,79,3.44
453,Genhe,CN,100,-9.65,1/19/2021 23:35,88,50.78,121.52,-9.65,1.23
454,Plettenberg Bay,ZA,25,63.27,1/19/2021 23:35,84,-34.05,23.37,63.27,5.26
455,La Ronge,CA,100,23.9,1/19/2021 23:35,86,55.10,-105.28,24.8,13.8
456,Andros Town,BS,20,69.8,1/19/2021 23:36,64,24.70,-77.77,69.8,11.5
457,Manokwari,ID,77,81.39,1/19/2021 23:31,75,-0.87,134.08,81.39,2.66
458,Pacific Grove,US,1,67.05,1/19/2021 23:33,12,36.62,-121.92,69.8,12.66
459,Monrovia,LR,90,77,1/19/2021 23:34,94,6.30,-10.80,77.000,6.64
460,Alexandria,EG,40,53.6,1/19/2021 23:36,71,31.22,29.96,53.6,13.8
461,Zelenoborsk,RU,93,-8,1/19/2021 23:36,87,61.47,64.03,-8,8.7
462,Xining,CN,100,17.04,1/19/2021 23:36,67,36.62,101.77,17.04,1.92
463,Mauá,BR,90,70.84,1/19/2021 23:32,83,-23.67,-46.46,71.6,11.5
464,Lebedinyy,RU,100,-18.63,1/19/2021 23:36,84,58.52,125.52,-18.63,13.76
465,Palmer,US,75,29.86,1/19/2021 23:34,80,42.16,-72.33,33.01,6.91
466,Jiwani,PK,0,69.85,1/19/2021 23:36,84,25.05,61.74,69.85,9.46
467,Cherskiy,RU,100,-42.25,1/19/2021 23:36,80,68.75,161.30,-42.25,6.67
468,Sisimiut,GL,100,28.06,1/19/2021 23:36,81,66.94,-53.67,28.06,6.2
469,Samarai,PG,100,86.4,1/19/2021 23:36,71,-10.62,150.67,86.4,13.58
470,Vanavara,RU,92,-36.17,1/19/2021 23:36,81,60.34,102.28,-36.17,4.29
471,Lavrentiya,RU,17,-14.62,1/19/2021 23:36,83,65.58,-171.00,-14.62,3.74
472,Kwang Binh,VN,90,63.09,1/19/2021 23:36,82,17.48,106.60,63.09,2.98
473,Semnan,IR,7,39.36,1/19/2021 23:36,64,35.57,53.40,39.36,0.94
474,Prince Rupert,CA,90,39.2,1/19/2021 23:36,87,54.32,-130.32,39.2,14.97
475,Arman',RU,72,-16.02,1/19/2021 23:36,77,59.70,150.17,-16.02,10.47
476,Kupang,ID,75,77,1/19/2021 23:36,100,-10.17,123.58,77,4.61
477,Mossamedes,AO,100,72.48,1/19/2021 23:36,72,-15.20,12.15,72.48,3.96
478,Rodnikovo,UA,78,25,1/19/2021 23:36,59,45.04,33.95,25,1.99
479,Krasnoarmiys'k,UA,81,-0.49,1/19/2021 23:37,94,48.28,37.18,-0.49,5.06
480,Rafai,CF,2,72.25,1/19/2021 23:37,25,4.95,23.92,72.25,4.83
481,Tautira,PF,20,86.9,1/19/2021 23:37,55,-17.73,-149.15,87.8,9.22
482,Tvøroyri,FO,54,33.8,1/19/2021 23:37,93,61.56,-6.81,33.8,8.05
483,Koutiala,ML,0,72.21,1/19/2021 23:37,20,12.39,-5.46,72.21,8.19
484,Aranos,NA,56,79.41,1/19/2021 23:37,45,-24.13,19.12,79.41,9.22
485,Harper,LR,0,79.18,1/19/2021 23:37,83,4.38,-7.72,79.18,8.23
486,Heihe,CN,20,-13,1/19/2021 23:37,77,50.24,127.49,-13,11.18
487,Ongandjera,NA,91,75.63,1/19/2021 23:37,49,-17.88,15.07,75.63,7.25
488,Gweta,BW,100,71.67,1/19/2021 23:37,79,-20.18,25.23,71.67,11.74
489,Finschhafen,PG,85,86.2,1/19/2021 23:37,64,-6.60,147.87,86.2,2.51
490,Ovsyanka,RU,0,-4,1/19/2021 23:37,65,55.96,92.55,-4,13.42
491,Nacala,MZ,100,78.46,1/19/2021 23:33,94,-14.54,40.67,78.46,2.8
492,Popondetta,PG,83,90.21,1/19/2021 23:37,55,-8.75,148.25,90.21,2.62
493,Palmetto,US,84,59.97,1/19/2021 23:34,51,27.52,-82.57,62.6,5.75
494,Maţāy,EG,72,46.99,1/19/2021 23:37,90,28.42,30.78,46.99,7.18
495,Colgong,IN,0,55.78,1/19/2021 23:37,67,25.27,87.22,55.78,2.28
496,Mossendjo,CG,75,69.35,1/19/2021 23:37,97,-2.95,12.73,69.35,0.43
497,Severnyy,RU,0,-0.4,1/19/2021 23:37,85,50.68,36.55,-0.4,6.71
498,Benghazi,LY,24,55.49,1/19/2021 23:37,59,32.12,20.07,55.49,14.54
499,Zhangjiakou,CN,0,13.24,1/19/2021 23:37,88,40.81,114.88,13.24,1.23
500,Lithgow,AU,99,51.01,1/19/2021 23:37,43,-33.48,150.15,51.01,4
501,Saint-Louis,SN,0,71.6,1/19/2021 23:37,35,16.33,-15.00,71.6,2.3
502,Patiya,BD,0,55.26,1/19/2021 23:38,62,22.29,91.98,55.26,2.66
503,San Juan,AR,8,87.84,1/19/2021 23:38,16,-31.54,-68.54,87.84,9.8
504,Mehamn,NO,96,22.03,1/19/2021 23:38,90,71.04,27.85,22.03,13.76
505,Atbasar,KZ,99,6.26,1/19/2021 23:38,94,51.80,68.33,6.26,13.62
506,Pilar,BR,20,77,1/19/2021 23:38,83,-9.60,-35.96,77.00,4.61
507,Reconquista,AR,0,75.92,1/19/2021 23:33,48,-29.15,-59.65,75.92,6.15
508,Oussouye,SN,0,71.6,1/19/2021 23:38,68,12.49,-16.55,71.6,11.5
509,Namatanai,PG,65,83.64,1/19/2021 23:38,73,-3.67,152.43,83.64,7.76
510,Puerto Escondido,MX,20,78.8,1/19/2021 23:38,73,15.85,-97.07,78.8,6.91
511,Mount Darwin,ZW,100,68.16,1/19/2021 23:38,96,-16.77,31.58,68.16,7.61
512,Rudnogorsk,RU,100,-6.7,1/19/2021 23:38,92,57.26,103.75,-6.7,3.13
513,Cleveland,US,90,32.43,1/19/2021 23:35,64,41.50,-81.70,34,10.36
514,Richards Bay,ZA,28,72.72,1/19/2021 23:38,75,-28.78,32.04,72.72,6.78
515,Khorramshahr,IR,0,51.8,1/19/2021 23:38,76,30.44,48.17,51.8,5.86
516,Qeshm,IR,0,61.27,1/19/2021 23:38,88,26.96,56.27,68.000,6.91
517,Panama City,PA,20,83.7,1/19/2021 23:34,65,8.99,-79.52,84.2,12.66
518,Salinópolis,BR,100,78.37,1/19/2021 23:38,84,-0.61,-47.36,78.37,11.7
519,Yumen,CN,76,18.84,1/19/2021 23:38,65,40.28,97.20,18.84,6.55
520,Moundou,TD,0,70.09,1/19/2021 23:38,22,8.57,16.08,70.09,5.57
521,Dicabisagan,PH,100,76.05,1/19/2021 23:38,90,17.08,122.42,76.05,13.78
522,Cockburn Town,TC,40,77,1/19/2021 23:35,78,21.46,-71.14,77.000,11.5
523,Kedrovyy,RU,0,-4,1/19/2021 23:38,65,56.17,91.82,-4.00,13.42
524,Niquelândia,BR,37,71.01,1/19/2021 23:38,84,-14.47,-48.46,71.01,0.76
525,Tiznit Province,MA,44,54.41,1/19/2021 23:38,42,29.58,-9.50,54.41,1.88
526,Tahoua,NE,0,71.6,1/19/2021 23:39,16,14.89,5.27,71.6,9.22
527,Beisfjord,NO,20,24.8,1/19/2021 23:39,63,68.38,17.60,24.8,12.66
528,Ginir,ET,7,57.67,1/19/2021 23:39,47,7.13,40.70,57.67,5.28
529,Khanbari,NP,60,49.6,1/19/2021 23:39,64,27.37,87.20,49.6,1.9
530,Lorengau,PG,95,85.08,1/19/2021 23:39,68,-2.02,147.27,85.08,8.16
531,Bay Roberts,CA,51,31.1,1/19/2021 23:39,85,47.60,-53.26,32.000,4
532,Cayenne,GF,0,75.2,1/19/2021 23:37,94,4.93,-52.33,75.2,12.82
533,Beaverlodge,CA,75,33.8,1/19/2021 23:39,93,55.22,-119.44,33.8,40.29
534,Kalāleh,IR,0,46.96,1/19/2021 23:39,61,37.38,55.49,46.96,1.54
535,Deloraine,AU,0,62.46,1/19/2021 23:39,55,-41.53,146.67,64.000,5.75
536,Ürümqi,CN,100,1.4,1/19/2021 23:39,85,43.80,87.60,1.4,4.12
